,title_sim,description_sim
0,0.09948459267616272,0.01172392163425684
1,0.05640386790037155,0.009350158274173737
2,0.04330722242593765,0.011488531716167927
3,0.036266032606363297,0.009091786108911037
4,0.077293261885643,0.016910575330257416
5,0.06396877765655518,0.006553320214152336
6,0.07063503563404083,0.009166060946881771
7,0.07397990673780441,0.009059302508831024
8,0.06592056155204773,0.012464413419365883
9,0.042901139706373215,0.011876774951815605
10,0.07472620904445648,0.01401545014232397
11,0.03859546780586243,0.008134277537465096
12,0.03335881233215332,0.007730803452432156
13,0.04303184151649475,0.010236702859401703
14,0.039304692298173904,0.006463418714702129
15,0.07837193459272385,0.014265506528317928
16,0.0448417142033577,0.02228856086730957
17,0.008301019668579102,0.007634471170604229
18,0.03323657438158989,0.012621828354895115
19,0.034005068242549896,0.015385635197162628
20,0.020078297704458237,0.014197133481502533
21,0.04015810787677765,0.013437011279165745
22,0.0429711677134037,0.012470836751163006
23,0.0436314195394516,0.012907538563013077
24,0.060326166450977325,0.014675093814730644
25,0.04156697914004326,0.015493263490498066
26,0.05602845922112465,0.01630065031349659
27,0.025494255125522614,0.009215821512043476
28,0.02866923250257969,0.009518102742731571
29,0.04710882902145386,0.0076827481389045715
30,0.04975508525967598,0.006565423216670752
31,0.04071739315986633,0.007959676906466484
32,0.07921716570854187,0.017212484031915665
33,0.07847572863101959,0.015456277877092361
34,0.08059637993574142,0.014520490542054176
35,0.03963334485888481,0.011459515430033207
36,0.053339455276727676,0.016253704205155373
37,0.038307249546051025,0.018822308629751205
38,0.06960559636354446,0.011411002837121487
39,0.024654412642121315,0.008209419436752796
40,0.048513077199459076,0.013694088906049728
41,0.016793007031083107,0.00677614426240325
42,0.013083056546747684,0.007542686071246862
43,0.048779554665088654,0.014327412471175194
44,0.023845398798584938,0.010383830405771732
45,0.07835866510868073,0.019231515005230904
46,0.0465056411921978,0.016660956665873528
47,0.025727899745106697,0.007773994002491236
48,0.03888555243611336,0.010210403241217136
49,0.027899673208594322,0.00887327641248703
50,0.025540804490447044,0.00991407036781311
51,0.029559940099716187,0.01252017356455326
52,0.032983675599098206,0.01351329404860735
53,0.03233537822961807,0.01080472581088543
54,0.03179332986474037,0.010889017954468727
55,0.03224550560116768,0.012855460867285728
56,0.07571743428707123,0.0160219743847847
57,0.10076532512903214,0.01510477066040039
58,0.10169164091348648,0.012398497201502323
59,0.08211347460746765,0.012667887844145298
60,0.07969779521226883,0.016139961779117584
61,0.13140566647052765,0.022438114508986473
62,0.052318066358566284,0.008613045327365398
63,0.08928009867668152,0.009174640290439129
64,0.06189453601837158,0.012669336050748825
65,0.048796795308589935,0.010633088648319244
66,0.0675782561302185,0.013706836849451065
67,0.07255495339632034,0.014477475546300411
68,0.03906143456697464,0.009306672029197216
69,0.03431018814444542,0.008859253488481045
70,0.04259404167532921,0.011935287155210972
71,0.05165771022439003,0.012934170663356781
72,0.038176313042640686,0.011002719402313232
73,0.03951210528612137,0.008479125797748566
74,0.028302082791924477,0.011732525192201138
75,0.047747500240802765,0.012743309140205383
76,0.059724483639001846,0.016035182401537895
77,0.04930201917886734,0.01740865781903267
78,0.04930201917886734,0.01740865781903267
79,0.07007213681936264,0.014753851108253002
80,0.04530251771211624,0.011239968240261078
81,0.04583632946014404,0.014717482030391693
82,0.05176990106701851,0.011148258112370968
83,0.02774624712765217,0.01570841297507286
84,0.07256538420915604,0.018858810886740685
85,0.05165443941950798,0.008647155947983265
86,0.04532376304268837,0.008389787748456001
87,0.04828499257564545,0.009993026033043861
88,0.05842182785272598,0.01021823100745678
89,0.06668508797883987,0.013973142951726913
90,0.0527668260037899,0.011937135830521584
91,0.05901873856782913,0.01079940889030695
92,0.06305483728647232,0.011245635338127613
93,0.05623084306716919,0.015956031158566475
94,0.05216863751411438,0.010049110278487206
95,0.06415418535470963,0.015735303983092308
96,0.04976211115717888,0.007217219565063715
97,0.04887011647224426,0.00794160459190607
98,0.07433238625526428,0.015135923400521278
99,0.08921104669570923,0.014679745770990849
100,0.04883507639169693,0.013481060974299908
101,0.06574763357639313,0.014516523107886314
102,0.05996723100543022,0.022004511207342148
103,0.04242348670959473,0.015821518376469612
104,0.023344576358795166,0.01355736330151558
105,0.02920817956328392,0.018227197229862213
106,0.0605023056268692,0.017945481464266777
107,0.03370584547519684,0.010963352397084236
108,0.027065590023994446,0.012739397585391998
109,0.026199163869023323,0.007939072325825691
110,0.02381737157702446,0.009561656974256039
111,0.018995502963662148,0.007020582910627127
112,0.029554011300206184,0.006908482406288385
113,0.047403763979673386,0.009918734431266785
114,0.03983374685049057,0.009781613014638424
115,0.034318286925554276,0.00984521396458149
116,0.03426051139831543,0.011831948533654213
117,0.039275720715522766,0.014204848557710648
118,0.027918117120862007,0.007474957033991814
119,0.029117116704583168,0.010515621863305569
120,0.041679687798023224,0.015255169942975044
121,0.04291503131389618,0.015130246989428997
122,0.0445772223174572,0.011442734859883785
123,0.028973575681447983,0.006497561931610107
124,0.03182791918516159,0.007739545311778784
125,0.037503425031900406,0.008026564493775368
126,0.029504599049687386,0.00828251987695694
127,0.0333261638879776,0.008272814564406872
128,0.03153928369283676,0.007350710220634937
129,0.034971415996551514,0.007843668572604656
130,0.029496565461158752,0.0077759153209626675
131,0.03472328558564186,0.008397572673857212
132,0.03336867690086365,0.00933461356908083
133,0.02903326414525509,0.008198503404855728
134,0.0903259664773941,0.009261241182684898
135,0.043076083064079285,0.012434862554073334
136,0.04981809854507446,0.021093562245368958
137,0.04416171461343765,0.017154576256871223
138,0.028668681159615517,0.015216676518321037
139,0.05450495332479477,0.012498184107244015
140,0.0412868931889534,0.009880881756544113
141,0.05887003242969513,0.010199729353189468
142,0.05104386806488037,0.009085539728403091
143,0.04484909027814865,0.019072800874710083
144,0.05143792927265167,0.024531546980142593
145,0.05112839117646217,0.01422747690230608
146,0.038872379809617996,0.013926838524639606
147,0.030337026342749596,0.009958171285688877
148,0.041958898305892944,0.011293265037238598
149,0.050360653549432755,0.008325832895934582
150,0.07137070596218109,0.008934009820222855
151,0.03406890109181404,0.00964694656431675
152,0.02852516621351242,0.010309870354831219
153,0.09803364425897598,0.015798168256878853
154,0.02423347532749176,0.007675067521631718
155,0.041264429688453674,0.011072885245084763
156,0.036132752895355225,0.009603618644177914
157,0.0523470938205719,0.010693403892219067
158,0.03823450207710266,0.007452187594026327
159,0.11954440921545029,0.0163586363196373
160,0.059544939547777176,0.00789980124682188
161,0.0665774717926979,0.008379128761589527
162,0.047711294144392014,0.007734974380582571
163,0.04238501563668251,0.007051060441881418
164,0.06900598108768463,0.009606081992387772
165,0.05811424180865288,0.008042491972446442
166,0.07099756598472595,0.013643278740346432
167,0.09941112250089645,0.018045514822006226
168,0.08163538575172424,0.016880325973033905
169,0.07428886741399765,0.016135722398757935
170,0.08938056975603104,0.01334446296095848
171,0.0391089953482151,0.007107821758836508
172,0.03895566239953041,0.006661699619144201
173,0.04290745407342911,0.008452530018985271
174,0.04118354618549347,0.007863911800086498
175,0.0378180555999279,0.004167509265244007
176,0.042412761598825455,0.005637284368276596
177,0.042452022433280945,0.004835300613194704
178,0.042322658002376556,0.005127142183482647
179,0.04482351243495941,0.005314213689416647
180,0.02133464440703392,0.011263617314398289
181,0.03368161991238594,0.01134441513568163
182,0.03166387975215912,0.014200406149029732
183,0.043581828474998474,0.007389055099338293
184,0.04894067719578743,0.012114540673792362
185,0.04723840951919556,0.01010674424469471
186,0.027659490704536438,0.014646206051111221
187,0.031509384512901306,0.01834719069302082
188,0.02511219121515751,0.010380382649600506
189,0.03906136751174927,0.013413816690444946
190,0.051661934703588486,0.009388233534991741
191,0.07685635983943939,0.012051569297909737
192,0.0677478089928627,0.014975419268012047
193,0.07458508759737015,0.012703459709882736
194,0.023417925462126732,0.006730940658599138
195,0.04727266728878021,0.009854849427938461
196,0.020910996943712234,0.008102367632091045
197,0.06286531686782837,0.011467493139207363
198,0.06847499310970306,0.00812726840376854
199,0.06536389887332916,0.009009052067995071
200,0.03726019337773323,0.009167185984551907
201,0.0693107321858406,0.008102664723992348
202,0.07050416618585587,0.008536111563444138
203,0.05725447088479996,0.010368049144744873
204,0.06223468482494354,0.013110479339957237
205,0.09219855070114136,0.02139405347406864
206,0.09183201938867569,0.020916761830449104
207,0.0687476322054863,0.015647301450371742
208,0.032898034900426865,0.012072189711034298
209,0.30506545305252075,0.019294574856758118
210,0.033362675458192825,0.010678515769541264
211,0.059143535792827606,0.01732916571199894
212,0.05584724247455597,0.006861655041575432
213,0.05708441510796547,0.007560562342405319
214,0.08364605158567429,0.016987722367048264
215,0.08050394803285599,0.016657043248414993
216,0.0842149406671524,0.01928892359137535
217,0.05469931662082672,0.017335468903183937
218,0.11431854963302612,0.01325981318950653
219,0.035135865211486816,0.00976427923887968
220,0.09022834897041321,0.013030245900154114
221,0.11515406519174576,0.014517359435558319
222,0.1086139902472496,0.016057154163718224
